full_sweep_V4_mean_best_P_valid,full_sweep_V5_mean_best_P_valid,full_sweep_mean_delta_V5_minus_V4,full_sweep_V5_beats_V4_cases,default_mixer_V4_mean_P_valid,default_mixer_V5_mean_P_valid,default_mixer_mean_delta_V5_minus_V4,default_mixer_V5_beats_V4_cases,total_cases,full_sweep_best_V4_mixer_counts,full_sweep_best_V5_mixer_counts,full_sweep_best_V5_transition_mode_counts,default_mixer_best_V5_transition_mode_counts
0.9070347691818663,0.922532566841532,0.015497797659665635,6,0.826332997626181,0.8429394752549928,0.016606477628811688,6,10,"{'local_geometric': 7, 'linear_valid': 2, 'rx_all': 1}","{'local_geometric': 8, 'linear_valid': 1, 'rx_all': 1}","{'oriented_valid': 7, 'descent': 3}","{'oriented_valid': 6, 'descent': 3, 'delta_cost': 1}"
