case,transition_mode,mixer_method,method,theta,theta_over_pi,beta,beta_over_pi,r,P_valid,P_uniform,delta_theta_pi_vs_exp,delta_beta_pi_vs_exp,delta_r_vs_exp,delta_P_vs_exp,W,valid_windows
07_2d_small_diagonal_block,cost_phase,linear_valid,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.2203724789059909,0.1111111111111111,0.33333333333333337,0.2274163823495668,-23,-0.2366180561745617,9,1
07_2d_small_diagonal_block,cost_phase,linear_valid,M4 (grad),1.0385764727033922,0.33058915881937956,1.2887240393259076,0.41021360228014464,24,0.047658149144574315,0.1111111111111111,0.1639224921527129,0.28521360228014464,0,-0.40933238593597826,9,1
07_2d_small_diagonal_block,cost_phase,linear_valid,M5 (hybrid),0.1308996938995747,0.041666666666666664,0.17998707911191525,0.05729166666666667,60,0.5797586246027685,0.1111111111111111,-0.125,-0.06770833333333333,36,0.1227680895222159,9,1
07_2d_small_diagonal_block,cost_phase,linear_valid,Experimental,0.5235987755982988,0.16666666666666666,0.39269908169872414,0.125,24,0.4569905350805526,0.1111111111111111,0.0,0.0,0,0.0,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,M1 (sweep),0.916297857297023,0.29166666666666663,0.2617993877991494,0.08333333333333333,19,0.4779691888051112,0.1111111111111111,-0.20833333333333334,-0.0625,-1,0.067818633406797,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,M2 (eigen),1.5707963267948966,0.5,0.24,0.07639437268410976,20,0.3476697316247032,0.1111111111111111,0.0,-0.06943896064922357,0,-0.06248082377361097,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,M3 (theory),1.5707963267948966,0.5,1.2490457723982544,0.39758361765043326,1,0.03094444444444442,0.1111111111111111,0.0,0.2517502843171,-19,-0.37920611095386975,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,M4 (grad),0.8364216644976826,0.2662412848279141,0.5235987755982988,0.16666666666666666,20,0.13551214555202115,0.1111111111111111,-0.23375871517208588,0.02083333333333333,0,-0.27463840984629306,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,M5 (hybrid),1.4726215563702154,0.46874999999999994,0.44178646691106466,0.140625,47,0.5539578046788045,0.1111111111111111,-0.031250000000000035,-0.005208333333333328,27,0.14380724928049032,9,1
07_2d_small_diagonal_block,cost_phase,rx_all,Experimental,1.5707963267948966,0.5,0.4581489286485115,0.14583333333333331,20,0.4101505553983142,0.1111111111111111,0.0,0.0,0,0.0,9,1
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,M1 (sweep),0.5235987755982988,0.16666666666666666,0.32724923474893675,0.10416666666666666,26,0.9681451351344805,0.5625,0.1,0.03749999999999999,-31,0.0011777266314735302,16,9
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.22,0.07002817496043395,57,0.7765313219773724,0.5625,0.26666666666666666,0.003361508293767287,0,-0.1904360865256346,16,9
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,M3 (theory),1.5707963267948966,0.5,0.7266423406817256,0.23129744075872333,1,0.4002438328885529,0.5625,0.4333333333333333,0.16463077409205668,-56,-0.5667235756144541,16,9
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,M4 (grad),0.9750764152666068,0.31037646276401226,0.6167217769618172,0.19630863863178116,57,0.48932914016491014,0.5625,0.24370979609734558,0.1296419719651145,0,-0.47763826833809686,16,9
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,M5 (hybrid),0.4254240051736178,0.13541666666666666,0.2945243112740431,0.09375,30,0.9864949477064529,0.5625,0.06874999999999999,0.027083333333333338,-27,0.019527539203445854,16,9
08_2d_medium_clustered_obstacles,cost_phase,local_geometric,Experimental,0.20943951023931953,0.06666666666666667,0.20943951023931953,0.06666666666666667,57,0.966967408503007,0.5625,0.0,0.0,0,0.0,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,M1 (sweep),1.0471975511965976,0.3333333333333333,0.7199483164476609,0.22916666666666666,10,0.915719559389711,0.5625,0.29166666666666663,0.16666666666666666,4,0.02921726520416401,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.22,0.07002817496043395,6,0.7124716207454023,0.5625,0.29166666666666663,0.007528174960433951,0,-0.17403067344014467,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,M3 (theory),1.5707963267948966,0.5,0.5880026035475675,0.1871670418109988,1,0.6664399794432664,0.5625,0.4583333333333333,0.1246670418109988,-5,-0.22006231474228055,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,M4 (grad),0.8421798992348383,0.26807418787171766,0.9349170420249483,0.29759333723824755,6,0.7147164868789253,0.5625,0.22640752120505103,0.23509333723824755,0,-0.17178580730662163,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,M5 (hybrid),0.2945243112740431,0.09375,0.3599741582238304,0.11458333333333331,45,0.9660063877535539,0.5625,0.052083333333333336,0.05208333333333331,39,0.07950409356800692,16,9
08_2d_medium_clustered_obstacles,cost_phase,linear_valid,Experimental,0.1308996938995747,0.041666666666666664,0.19634954084936207,0.0625,6,0.8865022941855469,0.5625,0.0,0.0,0,0.0,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,M1 (sweep),0.5235987755982988,0.16666666666666666,0.2617993877991494,0.08333333333333333,17,0.937639853196603,0.5625,-0.04166666666666666,-0.04166666666666667,5,0.05524002823425633,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,M2 (eigen),1.0471975511965976,0.3333333333333333,0.22,0.07002817496043395,12,0.8142605093746516,0.5625,0.125,-0.05497182503956605,0,-0.06813931558769515,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,M3 (theory),1.5707963267948966,0.5,1.0584068664841588,0.33690136920671515,1,0.2638673332879612,0.5625,0.2916666666666667,0.21190136920671515,-11,-0.6185324916743855,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,M4 (grad),0.8155224309961555,0.25958885219071454,0.5235987755982989,0.16666666666666669,12,0.6523205367032301,0.5625,0.05125551885738124,0.04166666666666669,0,-0.2300792882591166,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,M5 (hybrid),0.16362461737446837,0.05208333333333333,0.08181230868723419,0.026041666666666664,55,0.9463863895069273,0.5625,-0.15624999999999997,-0.09895833333333333,43,0.06398656454458063,16,9
08_2d_medium_clustered_obstacles,cost_phase,rx_all,Experimental,0.6544984694978735,0.20833333333333331,0.39269908169872414,0.125,12,0.8823998249623467,0.5625,0.0,0.0,0,0.0,16,9
09_2d_rectangular_window,cost_phase,local_geometric,M1 (sweep),0.1308996938995747,0.041666666666666664,0.1308996938995747,0.041666666666666664,28,0.9083309506410179,0.4,-0.19166666666666665,-0.19166666666666665,-32,0.06178259067221947,20,8
09_2d_rectangular_window,cost_phase,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.18,0.05729577951308232,60,0.6408652439899893,0.4,0.1,-0.17603755382025102,0,-0.20568311597880906,20,8
09_2d_rectangular_window,cost_phase,local_geometric,M3 (theory),1.5707963267948966,0.5,0.8960553845713439,0.28522328747727727,1,0.4840708623113146,0.4,0.26666666666666666,0.05188995414394397,-59,-0.3624774976574838,20,8
09_2d_rectangular_window,cost_phase,local_geometric,M4 (grad),1.4382143690524425,0.4577978521209753,1.2582166144858886,0.40050278735155764,60,0.39716474969276894,0.4,0.22446451878764198,0.16716945401822433,0,-0.44938361027602947,20,8
09_2d_rectangular_window,cost_phase,local_geometric,M5 (hybrid),0.1308996938995747,0.041666666666666664,0.11453723216212788,0.036458333333333336,31,0.9127388068833634,0.4,-0.19166666666666665,-0.196875,-29,0.066190446914565,20,8
09_2d_rectangular_window,cost_phase,local_geometric,Experimental,0.7330382858376183,0.2333333333333333,0.7330382858376183,0.2333333333333333,60,0.8465483599687984,0.4,0.0,0.0,0,0.0,20,8
09_2d_rectangular_window,cost_phase,linear_valid,M1 (sweep),2.356194490192345,0.75,1.1780972450961724,0.375,13,0.8055051619146671,0.4,0.5416666666666667,0.27083333333333337,11,0.16179410325998078,20,8
09_2d_rectangular_window,cost_phase,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.18,0.05729577951308232,2,0.564184787839072,0.4,0.125,-0.04687088715358433,0,-0.07952627081561436,20,8
09_2d_rectangular_window,cost_phase,linear_valid,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.4898800499751693,0.4,0.2916666666666667,0.14583333333333334,-1,-0.15383100867951705,20,8
09_2d_rectangular_window,cost_phase,linear_valid,M4 (grad),0.959542086587609,0.30543173237025883,1.5696892144150065,0.4996475951843645,2,0.3999425693543484,0.4,0.09709839903692553,0.39548092851769784,0,-0.24376848930033795,20,8
09_2d_rectangular_window,cost_phase,linear_valid,M5 (hybrid),1.5707963267948966,0.5,0.9817477042468102,0.31249999999999994,30,0.8297299113621024,0.4,0.2916666666666667,0.20833333333333331,28,0.18601885270741603,20,8
09_2d_rectangular_window,cost_phase,linear_valid,Experimental,0.6544984694978735,0.20833333333333331,0.32724923474893675,0.10416666666666666,2,0.6437110586546864,0.4,0.0,0.0,0,0.0,20,8
09_2d_rectangular_window,cost_phase,rx_all,M1 (sweep),3.141592653589793,1.0,1.308996938995747,0.41666666666666663,8,0.62824131070855,0.4,0.8333333333333334,0.37499999999999994,6,0.009698546510207962,20,8
09_2d_rectangular_window,cost_phase,rx_all,M2 (eigen),1.0471975511965976,0.3333333333333333,0.18,0.05729577951308232,2,0.5925583858178767,0.4,0.16666666666666666,0.015629112846415657,0,-0.02598437838046541,20,8
09_2d_rectangular_window,cost_phase,rx_all,M3 (theory),1.5707963267948966,0.5,1.1902899496825317,0.3788810584091566,1,0.17770732151572788,0.4,0.33333333333333337,0.3372143917424899,-1,-0.4408354426826142,20,8
09_2d_rectangular_window,cost_phase,rx_all,M4 (grad),0.296280605993696,0.0943090459723179,0.5235987755982988,0.16666666666666666,2,0.180088527330306,0.4,-0.07235762069434876,0.125,0,-0.4384542368680361,20,8
09_2d_rectangular_window,cost_phase,rx_all,M5 (hybrid),3.141592653589793,1.0,1.3744467859455345,0.4375,58,0.6373592395560534,0.4,0.8333333333333334,0.3958333333333333,56,0.01881647535771136,20,8
09_2d_rectangular_window,cost_phase,rx_all,Experimental,0.5235987755982988,0.16666666666666666,0.1308996938995747,0.041666666666666664,2,0.6185427641983421,0.4,0.0,0.0,0,0.0,20,8
10_3d_small_clustered_obstacles,cost_phase,local_geometric,M1 (sweep),2.22529479629277,0.7083333333333333,0.39269908169872414,0.125,14,0.9733361271388428,0.6666666666666666,0.575,0.058333333333333334,12,0.03079289078640768,18,12
10_3d_small_clustered_obstacles,cost_phase,local_geometric,M2 (eigen),0.7853981633974483,0.25,0.16,0.050929581789406514,2,0.8877267099037187,0.6666666666666666,0.11666666666666667,-0.015737084877260152,0,-0.054816526448716374,18,12
10_3d_small_clustered_obstacles,cost_phase,local_geometric,M3 (theory),1.5707963267948966,0.5,0.8253768505207383,0.2627256113479918,1,0.6104440218707637,0.6666666666666666,0.3666666666666667,0.19605894468132518,-1,-0.33209921448167135,18,12
10_3d_small_clustered_obstacles,cost_phase,local_geometric,M4 (grad),1.1111414869536285,0.3536873202462974,1.5706697720542044,0.4999597163748943,2,0.6666116819129951,0.6666666666666666,0.2203539869129641,0.4332930497082276,0,-0.27593155443943995,18,12
10_3d_small_clustered_obstacles,cost_phase,local_geometric,M5 (hybrid),2.22529479629277,0.7083333333333333,0.39269908169872414,0.125,14,0.9733361271388428,0.6666666666666666,0.575,0.058333333333333334,12,0.03079289078640768,18,12
10_3d_small_clustered_obstacles,cost_phase,local_geometric,Experimental,0.41887902047863906,0.13333333333333333,0.20943951023931953,0.06666666666666667,2,0.9425432363524351,0.6666666666666666,0.0,0.0,0,0.0,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,M1 (sweep),0.2617993877991494,0.08333333333333333,0.4581489286485115,0.14583333333333331,26,0.9515094122045994,0.6666666666666666,-0.16666666666666669,-0.08333333333333333,23,0.04441975603378201,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,M2 (eigen),0.7853981633974483,0.25,0.16,0.050929581789406514,3,0.8601265256344713,0.6666666666666666,0.0,-0.17823708487726014,0,-0.04696313053634604,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,M3 (theory),1.5707963267948966,0.5,0.5880026035475675,0.1871670418109988,1,0.8055071660907984,0.6666666666666666,0.25,-0.04199962485566785,-2,-0.10158249008001896,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,M4 (grad),1.178662448183102,0.3751799097302713,1.552796042796509,0.49427033164919737,3,0.6636322599357704,0.6666666666666666,0.1251799097302713,0.26510366498253074,0,-0.24345739623504703,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,M5 (hybrid),2.5198191075668133,0.8020833333333334,1.3744467859455345,0.4375,47,0.9583382193948765,0.6666666666666666,0.5520833333333334,0.20833333333333334,44,0.05124856322405913,18,12
10_3d_small_clustered_obstacles,cost_phase,linear_valid,Experimental,0.7853981633974483,0.25,0.7199483164476609,0.22916666666666666,3,0.9070896561708174,0.6666666666666666,0.0,0.0,0,0.0,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,M1 (sweep),0.7853981633974483,0.25,0.19634954084936207,0.0625,1,0.8201474929473214,0.6666666666666666,0.0,0.0,0,0.0,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,M2 (eigen),0.7853981633974483,0.25,0.16,0.050929581789406514,1,0.8138629274117918,0.6666666666666666,0.0,-0.01157041821059349,0,-0.006284565535529585,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,M3 (theory),1.5707963267948966,0.5,0.982793723247329,0.3128329581890012,1,0.31750935245210643,0.6666666666666666,0.25,0.2503329581890012,0,-0.5026381404952149,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,M4 (grad),0.9053395060756063,0.2881785151366155,0.5235987755982988,0.16666666666666666,1,0.554861235670459,0.6666666666666666,0.03817851513661552,0.10416666666666666,0,-0.2652862572768624,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,M5 (hybrid),0.26179938779914946,0.08333333333333334,0.06544984694978735,0.020833333333333332,47,0.820381987424035,0.6666666666666666,-0.16666666666666666,-0.04166666666666667,46,0.00023449447671364254,18,12
10_3d_small_clustered_obstacles,cost_phase,rx_all,Experimental,0.7853981633974483,0.25,0.19634954084936207,0.0625,1,0.8201474929473214,0.6666666666666666,0.0,0.0,0,0.0,18,12
