case,transition_mode,mixer_method,method,theta,theta_over_pi,beta,beta_over_pi,r,P_valid,P_uniform,delta_theta_pi_vs_exp,delta_beta_pi_vs_exp,delta_r_vs_exp,delta_P_vs_exp,W,valid_windows
01_1d_tiny_single_gap,delta_cost,linear_valid,M5 (hybrid),2.7488935718910685,0.8749999999999999,1.1944597068336194,0.38020833333333337,55,0.8432614935027101,0.2,0.04166666666666662,-0.015624999999999946,7,0.023273702830043597,5,1
01_1d_tiny_single_gap,delta_cost,linear_valid,Experimental,2.617993877991494,0.8333333333333333,1.2435470920459597,0.3958333333333333,48,0.8199877906726665,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,descent,linear_valid,M1 (sweep),0.916297857297023,0.29166666666666663,0.916297857297023,0.29166666666666663,23,0.9220757379386642,0.2,0.125,0.08333333333333334,19,0.359740162609379,5,1
01_1d_tiny_single_gap,descent,linear_valid,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,4,0.25571142907375216,0.2,0.33333333333333337,-0.1128403674781961,0,-0.30662414625553297,5,1
01_1d_tiny_single_gap,descent,linear_valid,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.05689164944001349,0.2,0.33333333333333337,0.14408304901623348,-3,-0.5054439258892717,5,1
01_1d_tiny_single_gap,descent,linear_valid,M4 (grad),0.6804209408146479,0.21658471222777834,0.010258298583503878,0.0032653178545544604,4,0.19928766249192953,0.2,0.049918045561111686,-0.20506801547877884,0,-0.3630479128373556,5,1
01_1d_tiny_single_gap,descent,linear_valid,M5 (hybrid),0.7853981633974483,0.25,0.9490227807719167,0.30208333333333337,30,0.928340999143334,0.2,0.08333333333333334,0.09375000000000004,26,0.3660054238140489,5,1
01_1d_tiny_single_gap,descent,linear_valid,Experimental,0.5235987755982988,0.16666666666666666,0.6544984694978735,0.20833333333333331,4,0.5623355753292851,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,M1 (sweep),1.7016960206944711,0.5416666666666666,1.4398966328953218,0.4583333333333333,21,0.7467808965695291,0.2,0.0,-0.02083333333333331,-35,0.0011399069868480716,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,56,0.3675757948554827,0.2,-0.04166666666666662,-0.3836737008115294,0,-0.3780651947271983,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.34310835055998645,0.2,-0.04166666666666662,-0.12675028431709984,-55,-0.40253263902269454,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,M4 (grad),0.3165421505369143,0.10075849590977753,0.4177968922512542,0.1329888812204382,56,0.2685875662924522,0.2,-0.4409081707568891,-0.3461777854462284,0,-0.4770534232902288,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,M5 (hybrid),2.6834437249412817,0.8541666666666667,1.325359400733194,0.421875,58,0.928208903251136,0.2,0.31250000000000006,-0.05729166666666664,2,0.18256791366845504,5,1
01_1d_tiny_single_gap,valid_boundary,linear_valid,Experimental,1.7016960206944711,0.5416666666666666,1.505346479845109,0.47916666666666663,56,0.745640989582681,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,M1 (sweep),0.5235987755982988,0.16666666666666666,0.39269908169872414,0.125,25,0.8485747476440691,0.2,0.08333333333333333,0.0625,-32,0.0865953628979691,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,57,0.30915967384254917,0.2,0.4166666666666667,0.0329929658551372,0,-0.4528197109035509,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.34310835055998656,0.2,0.4166666666666667,0.2899163823495668,-56,-0.4188710341861135,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,M4 (grad),0.853933968904852,0.27181562445057605,0.5728897408887432,0.18235646821815718,57,0.2863388991847915,0.2,0.18848229111724277,0.1198564682181572,0,-0.47564048556130856,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,M5 (hybrid),0.3272492347489368,0.10416666666666667,0.2454369260617026,0.078125,39,0.8862270692757576,0.2,0.020833333333333346,0.015625,-18,0.12424768452965751,5,1
01_1d_tiny_single_gap,oriented_valid,linear_valid,Experimental,0.2617993877991494,0.08333333333333333,0.19634954084936207,0.0625,57,0.7619793847461,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,M1 (sweep),1.5707963267948966,0.5,0.8508480103472356,0.2708333333333333,17,0.4133405596186143,0.2,-0.29166666666666663,0.16666666666666666,-2,0.024856903043179945,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,19,0.31585486043242494,0.2,-0.29166666666666663,-0.008673700811529452,0,-0.07262879614300943,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.11679999999999996,0.2,-0.29166666666666663,0.24824971568290014,-18,-0.2716836565754344,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,M4 (grad),0.8839199035268716,0.28136044388722575,0.5235987755982988,0.16666666666666666,19,0.16770343214247171,0.2,-0.5103062227794408,0.0625,0,-0.22078022443296266,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,M5 (hybrid),1.7671458676442584,0.5624999999999999,0.6872233929727671,0.21874999999999997,37,0.41956764598299795,0.2,-0.22916666666666669,0.11458333333333331,18,0.031083989407563573,5,1
01_1d_tiny_single_gap,delta_cost,rx_all,Experimental,2.4870941840919194,0.7916666666666666,0.32724923474893675,0.10416666666666666,19,0.3884836565754344,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,descent,rx_all,M1 (sweep),1.7016960206944711,0.5416666666666666,1.1780972450961724,0.375,20,0.3997831873091815,0.2,-0.33333333333333337,-0.08333333333333331,6,0.02737998356450949,5,1
01_1d_tiny_single_gap,descent,rx_all,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,14,0.3397177641180849,0.2,-0.375,-0.3628403674781961,0,-0.0326854396265871,5,1
01_1d_tiny_single_gap,descent,rx_all,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.0144,0.2,-0.375,-0.10591695098376654,-13,-0.358003203744672,5,1
01_1d_tiny_single_gap,descent,rx_all,M4 (grad),1.1437414349179713,0.3640642059724249,0.5235987755982988,0.16666666666666666,14,0.21304115813305421,0.2,-0.5109357940275752,-0.29166666666666663,0,-0.1593620456116178,5,1
01_1d_tiny_single_gap,descent,rx_all,M5 (hybrid),1.7998707911191523,0.5729166666666666,1.2271846303085128,0.39062499999999994,11,0.4070112281167709,0.2,-0.30208333333333337,-0.06770833333333336,-3,0.03460802437209887,5,1
01_1d_tiny_single_gap,descent,rx_all,Experimental,2.748893571891069,0.875,1.4398966328953218,0.4583333333333333,14,0.372403203744672,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,M1 (sweep),2.617993877991494,0.8333333333333333,0.916297857297023,0.29166666666666663,20,0.3898249218416595,0.2,0.33333333333333326,-0.062499999999999965,-2,0.09547879903343687,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,22,0.19415045676392412,0.2,0.0,-0.2586737008115294,0,-0.10019566604429853,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.04639999999999999,0.2,0.0,-0.0017502843170998392,-21,-0.24794612280822265,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,M4 (grad),0.6907108703395569,0.21986009852369137,0.5235987755982988,0.16666666666666666,22,0.0705264465253928,0.2,-0.28013990147630863,-0.18749999999999997,0,-0.22381967628282984,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,M5 (hybrid),2.5852689545166,0.8229166666666665,0.9326603190344698,0.296875,20,0.39740677700978944,0.2,0.3229166666666665,-0.05729166666666664,-2,0.10306065420156679,5,1
01_1d_tiny_single_gap,valid_boundary,rx_all,Experimental,1.5707963267948966,0.5,1.112647398146385,0.35416666666666663,22,0.29434612280822264,0.2,0.0,0.0,0,0.0,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,M1 (sweep),1.5707963267948966,0.5,0.5235987755982988,0.16666666666666666,24,0.6512730487801903,0.2,0.16666666666666669,0.0625,9,0.10743710126199124,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,M2 (eigen),1.5707963267948966,0.5,0.3,0.0954929658551372,15,0.4350727672621385,0.2,0.16666666666666669,-0.008673700811529452,0,-0.10876318025606058,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,M3 (theory),1.5707963267948966,0.5,1.1071487177940906,0.3524163823495668,1,0.08479999999999994,0.2,0.16666666666666669,0.24824971568290014,-14,-0.45903594751819915,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,M4 (grad),0.9363238806459612,0.29804114787958114,0.5235987755982988,0.16666666666666666,15,0.08022067131519567,0.2,-0.0352921854537522,0.0625,0,-0.4636152762030034,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,M5 (hybrid),1.1780972450961724,0.375,0.39269908169872414,0.125,57,0.697945774693455,0.2,0.04166666666666669,0.020833333333333346,42,0.1541098271752559,5,1
01_1d_tiny_single_gap,oriented_valid,rx_all,Experimental,1.0471975511965976,0.3333333333333333,0.32724923474893675,0.10416666666666666,15,0.5438359475181991,0.2,0.0,0.0,0,0.0,5,1
02_1d_main_reference,delta_cost,local_geometric,M1 (sweep),1.0471975511965976,0.3333333333333333,1.4398966328953218,0.4583333333333333,16,0.8401845186324274,0.2857142857142857,0.0,0.10416666666666669,-43,0.11258534231802597,7,2
02_1d_main_reference,delta_cost,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,59,0.4450088346854379,0.2857142857142857,0.0,-0.1631807349563922,0,-0.2825903416289635,7,2
02_1d_main_reference,delta_cost,local_geometric,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.3229604721004804,0.2857142857142857,0.16666666666666669,-0.10416666666666662,-58,-0.404638704213921,7,2
02_1d_main_reference,delta_cost,local_geometric,M4 (grad),0.7256974695267729,0.230996678928932,0.5817692311448143,0.18518289775093724,59,0.052505520931048925,0.2857142857142857,-0.1023366544044013,-0.1689837689157294,0,-0.6750936553833525,7,2
02_1d_main_reference,delta_cost,local_geometric,M5 (hybrid),2.748893571891069,0.875,0.39269908169872414,0.125,37,0.874198111131486,0.2857142857142857,0.5416666666666667,-0.22916666666666663,-22,0.14659893481708464,7,2
02_1d_main_reference,delta_cost,local_geometric,Experimental,1.0471975511965976,0.3333333333333333,1.112647398146385,0.35416666666666663,59,0.7275991763144014,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,descent,local_geometric,M1 (sweep),0.2617993877991494,0.08333333333333333,0.32724923474893675,0.10416666666666666,20,0.9360923022607512,0.2857142857142857,-0.04166666666666667,-0.020833333333333346,5,0.09042122361670102,7,2
02_1d_main_reference,descent,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,15,0.6674530079858092,0.2857142857142857,0.20833333333333331,0.0659859317102744,0,-0.17821807065824102,7,2
02_1d_main_reference,descent,local_geometric,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.2484680993280909,0.2857142857142857,0.375,0.125,-14,-0.5972029793159593,7,2
02_1d_main_reference,descent,local_geometric,M4 (grad),1.3768818761194819,0.43827511327611646,1.2788729109741692,0.40707789073572087,15,0.26557709814643077,0.2857142857142857,0.31327511327611646,0.28207789073572087,0,-0.5800939804976195,7,2
02_1d_main_reference,descent,local_geometric,M5 (hybrid),0.2945243112740431,0.09375,0.3599741582238304,0.11458333333333331,18,0.937034814857316,0.2857142857142857,-0.03125,-0.01041666666666669,3,0.09136373621326577,7,2
02_1d_main_reference,descent,local_geometric,Experimental,0.39269908169872414,0.125,0.39269908169872414,0.125,15,0.8456710786440502,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,valid_boundary,local_geometric,M1 (sweep),1.4398966328953218,0.4583333333333333,1.3744467859455345,0.4375,22,0.8226659879303955,0.2857142857142857,-0.4583333333333333,0.10416666666666669,-33,0.15649137174918204,7,2
02_1d_main_reference,valid_boundary,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,55,0.38634438605991095,0.2857142857142857,-0.5833333333333333,-0.1423474016230589,0,-0.2798302301213025,7,2
02_1d_main_reference,valid_boundary,local_geometric,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.4190083231083439,0.2857142857142857,-0.41666666666666663,-0.08333333333333331,-54,-0.24716629307286953,7,2
02_1d_main_reference,valid_boundary,local_geometric,M4 (grad),0.9840670447422675,0.31323826900913043,0.5638914545497073,0.17949222471772952,55,0.11060125546391372,0.2857142857142857,-0.6034283976575362,-0.1538411086156038,0,-0.5555733607172997,7,2
02_1d_main_reference,valid_boundary,local_geometric,M5 (hybrid),2.9779680362153247,0.9479166666666666,1.308996938995747,0.41666666666666663,53,0.8813859852912593,0.2857142857142857,0.031250000000000035,0.08333333333333331,-2,0.2152113691100459,7,2
02_1d_main_reference,valid_boundary,local_geometric,Experimental,2.8797932657906435,0.9166666666666666,1.0471975511965976,0.3333333333333333,55,0.6661746161812134,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,oriented_valid,local_geometric,M1 (sweep),0.1308996938995747,0.041666666666666664,0.32724923474893675,0.10416666666666666,23,0.8936380896666329,0.2857142857142857,-0.29166666666666663,-0.08333333333333334,-14,-0.012569822477646264,7,2
02_1d_main_reference,oriented_valid,local_geometric,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,37,0.8108673026807938,0.2857142857142857,0.0,0.0034859317102744034,0,-0.09534060946348544,7,2
02_1d_main_reference,oriented_valid,local_geometric,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.14808737890738305,0.2857142857142857,0.16666666666666669,0.0625,-36,-0.7581205332368961,7,2
02_1d_main_reference,oriented_valid,local_geometric,M4 (grad),1.0265129230869436,0.3267492117139953,1.4033092330171553,0.4466872022423533,37,0.19118001599444803,0.2857142857142857,-0.006584121619337999,0.2591872022423533,0,-0.7150278961498312,7,2
02_1d_main_reference,oriented_valid,local_geometric,M5 (hybrid),2.6834437249412812,0.8541666666666665,1.210822168571066,0.38541666666666663,39,0.9318663425423785,0.2857142857142857,0.5208333333333333,0.19791666666666666,2,0.02565843039809934,7,2
02_1d_main_reference,oriented_valid,local_geometric,Experimental,1.0471975511965976,0.3333333333333333,0.5890486225480862,0.1875,37,0.9062079121442792,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,delta_cost,linear_valid,M1 (sweep),1.0471975511965976,0.3333333333333333,1.4398966328953218,0.4583333333333333,16,0.8401845186324274,0.2857142857142857,0.1,0.025,-43,0.05193826950465541,7,2
02_1d_main_reference,delta_cost,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,59,0.4450088346854379,0.2857142857142857,0.1,-0.2423474016230589,0,-0.3432374144423341,7,2
02_1d_main_reference,delta_cost,linear_valid,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.3229604721004804,0.2857142857142857,0.26666666666666666,-0.18333333333333332,-58,-0.46528577702729157,7,2
02_1d_main_reference,delta_cost,linear_valid,M4 (grad),0.7256974695267729,0.230996678928932,0.5817692311448143,0.18518289775093724,59,0.052505520931048925,0.2857142857142857,-0.0023366544044013064,-0.24815043558239608,0,-0.7357407281967231,7,2
02_1d_main_reference,delta_cost,linear_valid,M5 (hybrid),2.748893571891069,0.875,0.39269908169872414,0.125,37,0.874198111131486,0.2857142857142857,0.6416666666666666,-0.3083333333333333,-22,0.08595186200371407,7,2
02_1d_main_reference,delta_cost,linear_valid,Experimental,0.7330382858376183,0.2333333333333333,1.361356816555577,0.4333333333333333,59,0.788246249127772,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,descent,linear_valid,M1 (sweep),0.2617993877991494,0.08333333333333333,0.32724923474893675,0.10416666666666666,20,0.9360923022607512,0.2857142857142857,-0.016666666666666673,-0.045833333333333344,5,0.08322647319886589,7,2
02_1d_main_reference,descent,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,15,0.6674530079858092,0.2857142857142857,0.2333333333333333,0.040985931710274405,0,-0.18541282107607615,7,2
02_1d_main_reference,descent,linear_valid,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.2484680993280909,0.2857142857142857,0.4,0.1,-14,-0.6043977297337945,7,2
02_1d_main_reference,descent,linear_valid,M4 (grad),1.3768818761194819,0.43827511327611646,1.2788729109741692,0.40707789073572087,15,0.26557709814643077,0.2857142857142857,0.3382751132761165,0.2570778907357209,0,-0.5872887309154546,7,2
02_1d_main_reference,descent,linear_valid,M5 (hybrid),0.2945243112740431,0.09375,0.3599741582238304,0.11458333333333331,18,0.937034814857316,0.2857142857142857,-0.00625,-0.035416666666666693,3,0.08416898579543064,7,2
02_1d_main_reference,descent,linear_valid,Experimental,0.3141592653589793,0.1,0.47123889803846897,0.15,15,0.8528658290618853,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,valid_boundary,linear_valid,M1 (sweep),1.4398966328953218,0.4583333333333333,1.3744467859455345,0.4375,22,0.8226659879303955,0.2857142857142857,0.4583333333333333,0.3541666666666667,-33,0.1661810020353165,7,2
02_1d_main_reference,valid_boundary,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,55,0.38634438605991095,0.2857142857142857,0.3333333333333333,0.10765259837694108,0,-0.270140599835168,7,2
02_1d_main_reference,valid_boundary,linear_valid,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.4190083231083439,0.2857142857142857,0.5,0.16666666666666669,-54,-0.23747666278673507,7,2
02_1d_main_reference,valid_boundary,linear_valid,M4 (grad),0.9840670447422675,0.31323826900913043,0.5638914545497073,0.17949222471772952,55,0.11060125546391372,0.2857142857142857,0.31323826900913043,0.09615889138439619,0,-0.5458837304311652,7,2
02_1d_main_reference,valid_boundary,linear_valid,M5 (hybrid),2.9779680362153247,0.9479166666666666,1.308996938995747,0.41666666666666663,53,0.8813859852912593,0.2857142857142857,0.9479166666666666,0.3333333333333333,-2,0.22490099939618036,7,2
02_1d_main_reference,valid_boundary,linear_valid,Experimental,0.0,0.0,0.2617993877991494,0.08333333333333333,55,0.656484985895079,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,oriented_valid,linear_valid,M1 (sweep),0.1308996938995747,0.041666666666666664,0.32724923474893675,0.10416666666666666,23,0.8936380896666329,0.2857142857142857,-0.025,0.054166666666666655,-14,0.01479391706391886,7,2
02_1d_main_reference,oriented_valid,linear_valid,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,37,0.8108673026807938,0.2857142857142857,0.26666666666666666,0.1409859317102744,0,-0.06797686992192031,7,2
02_1d_main_reference,oriented_valid,linear_valid,M3 (theory),1.5707963267948966,0.5,0.7853981633974483,0.25,1,0.14808737890738305,0.2857142857142857,0.4333333333333333,0.2,-36,-0.730756793695331,7,2
02_1d_main_reference,oriented_valid,linear_valid,M4 (grad),1.0265129230869436,0.3267492117139953,1.4033092330171553,0.4466872022423533,37,0.19118001599444803,0.2857142857142857,0.26008254504732864,0.39668720224235327,0,-0.6876641566082661,7,2
02_1d_main_reference,oriented_valid,linear_valid,M5 (hybrid),2.6834437249412812,0.8541666666666665,1.210822168571066,0.38541666666666663,39,0.9318663425423785,0.2857142857142857,0.7875,0.33541666666666664,2,0.053022169939664465,7,2
02_1d_main_reference,oriented_valid,linear_valid,Experimental,0.20943951023931953,0.06666666666666667,0.15707963267948966,0.05,37,0.8788441726027141,0.2857142857142857,0.0,0.0,0,0.0,7,2
02_1d_main_reference,delta_cost,rx_all,M1 (sweep),1.5707963267948966,0.5,1.1780972450961724,0.375,7,0.7421566157003954,0.2857142857142857,0.20833333333333334,-0.0625,-16,0.020575478145836046,7,2
02_1d_main_reference,delta_cost,rx_all,M2 (eigen),1.0471975511965976,0.3333333333333333,0.6,0.1909859317102744,23,0.5149129042373362,0.2857142857142857,0.04166666666666666,-0.2465140682897256,0,-0.20666823331722317,7,2
02_1d_main_reference,delta_cost,rx_all,M3 (theory),1.5707963267948966,0.5,1.1902899496825317,0.3788810584091566,1,0.6220485816205198,0.2857142857142857,0.20833333333333334,-0.05861894159084341,-22,-0.09953255593403953,7,2
02_1d_main_reference,delta_cost,rx_all,M4 (grad),0.8579786616027822,0.2731030901229027,0.5235987755982988,0.16666666666666666,23,0.23311376733086753,0.2857142857142857,-0.018563576543763977,-0.27083333333333337,0,-0.4884673702236918,7,2
